;time;Channel0_impression;Channel1_impression;Channel2_impression;Channel3_impression;Channel4_impression;Channel0_spend;Channel1_spend;Channel2_spend;Channel3_spend;Channel4_spend;conversions;revenue_per_conversion
316;12/11/2024;5542;9974;17066;0;7483;381,39;67,23;238,66;0;65,71;138,52;11,64
317;13/11/2024;4922;10254;9504;0;5312;388,55;65,1;242,17;0;46,92;141,86;12,65
318;14/11/2024;3762;125470;7947;0;1652;304,06;206,66;201,55;0;0;443,16;2,17
319;15/11/2024;4333;116015;9207;0;2065;313,51;210,86;251,1;0;2,31;755,41;2,18
320;16/11/2024;5136;131826;12822;0;2715;351,83;217,46;221,48;0;10,8;812,65;2,66
321;17/11/2024;4810;83776;15883;0;2063;310,49;202,11;205,48;0;3,36;574,28;3,32
322;18/11/2024;4966;42309;16418;0;2412;333,42;108,69;219,1;0;10,47;424,36;6,15
323;19/11/2024;4868;30866;12043;0;4022;327,68;91,32;234,78;0;19,37;275,16;6,3
324;20/11/2024;4592;44987;15665;0;4893;317,6;118,32;212,25;0;34,24;354,37;4,62
325;21/11/2024;4395;46499;13884;0;26892;347;106,41;258,71;0;152,92;363,6;6,86
326;22/11/2024;4407;47935;69749;0;25048;329,4;106,87;318,43;0;132,04;410,33;4,58
327;23/11/2024;3729;46945;20896;0;21091;286,13;105,41;290,74;0;107,56;342,43;5,33
328;24/11/2024;3975;47846;30806;0;29529;305,72;118,04;295,83;0;101,02;337,26;7,16
329;25/11/2024;4386;43010;38979;0;30895;342,57;86,55;262,29;0;77,44;370,61;6,85
330;26/11/2024;3865;42388;27075;0;34161;292,29;89,49;278,88;0;86,39;334,73;5,49
331;27/11/2024;4101;42817;21130;0;22114;305,09;85,48;294,64;0;63,93;320,01;5,86
332;28/11/2024;3971;44929;79961;0;26635;313,54;99,3;378,08;0;65,24;367,56;7,22
333;29/11/2024;4921;50185;56342;0;18762;373,53;138,77;388,73;0;101,1;354,48;8,29
334;30/11/2024;4374;43285;51608;0;41695;332,17;133,06;354,71;0;130,19;363,86;7,8
335;01/12/2024;4292;40742;32202;0;39867;343,38;74,33;327,56;0;98,57;351,84;7,29
336;02/12/2024;4668;41052;28227;0;27462;422,24;62,62;348,89;0;82,17;334,92;7,94
337;03/12/2024;5093;39921;19824;0;38459;441,85;81,36;349,77;0;103,78;341,24;8,57
338;04/12/2024;5086;45488;23789;0;35237;397,24;111,44;320,47;0;111,5;331,26;5,33
339;05/12/2024;5588;47537;22085;0;25344;432,78;133,5;323,97;0;94,85;381,36;8
340;06/12/2024;5420;48171;50282;0;26529;463,22;137,56;310,84;0;82,41;365,5;7,17
341;07/12/2024;4399;48668;51554;0;26366;422,53;150,24;298,13;0;105,02;347,29;9,19
342;08/12/2024;5338;47400;23579;0;31277;435,59;112,89;305,61;0;131,42;311,76;8,93
343;09/12/2024;5280;50012;55881;0;29887;493,65;107,79;331,26;0;111,06;349,07;7,17
344;10/12/2024;6296;50062;32003;0;20518;456,71;110,3;352,82;0;94,34;387,29;7,58
345;11/12/2024;5234;51405;42829;0;19588;441,28;104,66;307,84;0;84,83;320,05;8,66
346;12/12/2024;4884;58606;36828;0;23821;455,98;92,67;364,34;0;88,08;334,11;9,24
347;13/12/2024;5827;56850;38158;0;21138;466,8;89,66;324,36;0;94,23;400,98;8,7
348;14/12/2024;5416;56747;25307;0;17522;461,55;137,43;336,76;0;82,12;346,38;8,46
349;15/12/2024;5357;54657;65494;0;18935;468,47;113,19;333,4;0;122,04;336,34;10,01
350;16/12/2024;5827;45542;18994;0;20971;482,78;115,7;325,14;0;157,32;328,1;10,22
351;17/12/2024;5321;18096;64662;0;15783;438,04;117,46;320,51;0;99,25;226,06;16,14
352;18/12/2024;5354;16539;15483;0;22756;486,18;109,25;301,19;0;104,75;211,6;16,49
353;19/12/2024;4915;15332;13956;0;18132;440,79;90,28;320,66;0;88,06;190,2;16,15
354;20/12/2024;5013;16255;16044;0;11773;401,18;105,22;304,55;0;72,78;201,34;15,72
355;21/12/2024;5739;16734;16352;0;9036;388,25;129,3;295,22;0;82,2;235,12;15,91
356;22/12/2024;4789;20205;13609;0;9223;379,65;136,32;277;0;86,12;241,99;15,55
357;23/12/2024;5176;16156;11717;0;9879;439,8;110,92;295,41;0;104,97;208,68;16,62
358;24/12/2024;4882;17694;13351;0;8659;386,25;116,63;270,33;0;41,45;232,9;15,5
359;25/12/2024;5036;16683;14339;0;9469;385,48;108,01;311,04;0;66,5;188,61;15,34
360;26/12/2024;5676;16014;34961;0;11716;412,89;93,03;289,99;0;105,89;165,59;16,34
361;27/12/2024;5520;17115;10564;0;14967;422,46;113,4;269,4;0;149,49;194,79;14,23
362;28/12/2024;5367;18246;10467;0;12843;397,39;129,42;281,83;0;116,18;207,85;13,57
363;29/12/2024;5148;18650;8203;0;11231;363,98;133,84;277,54;0;91,98;196,08;13,23
364;30/12/2024;5189;19869;13847;0;11192;361,93;122,49;261,93;0;87,52;176,75;10,01
365;31/12/2024;4534;20480;9411;0;9605;291,2;126,63;231,87;0;65,05;186,24;13,13
